,GC Util,GCInterval,JVM,Time,benchmark,heapSize,numThreads
0,0.0,100.0,JDK0.5-1-0.5,0.0,pmd,100.0,100.0
1,32.0,100.0,JDK0.5-1-0.5,11546.0,pmd,100.0,100.0
2,0.0,100.0,JDK0.5-1-0.5,0.0,pmd,100.0,100.0
3,32.0,100.0,JDK0.5-1-0.5,11364.0,pmd,100.0,100.0
4,0.0,100.0,JDK0.5-1-0.5,0.0,pmd,100.0,100.0
5,31.0,100.0,JDK0.5-1-0.5,10855.0,pmd,100.0,100.0
6,0.0,100.0,JDK0.5-1-0.5,0.0,pmd,100.0,100.0
7,29.0,100.0,JDK0.5-1-0.5,12338.0,pmd,100.0,100.0
8,0.0,0.0,JDK0.5-1-0.5,0.0,pmd,100.0,100.0
9,0.0,100.0,JDK0.5-1-0.5,0.0,pmd,100.0,100.0
10,32.0,100.0,JDK0.5-1-0.5,14631.0,pmd,100.0,100.0
11,0.0,100.0,JDK0.5-1-0.5,0.0,pmd,100.0,100.0
12,31.0,100.0,JDK0.5-1-0.5,11103.0,pmd,100.0,100.0
13,0.0,100.0,JDK0.5-1-0.5,0.0,pmd,100.0,100.0
14,30.0,100.0,JDK0.5-1-0.5,12993.0,pmd,100.0,100.0
15,0.0,100.0,JDK0.5-1-0.5,0.0,pmd,100.0,100.0
16,31.0,100.0,JDK0.5-1-0.5,11753.0,pmd,100.0,100.0
17,0.0,100.0,JDK0.5-1-0.5,0.0,pmd,100.0,100.0
18,93.0,100.0,JDK0.5-1-0.5,10446.0,pmd,100.0,100.0
19,0.0,100.0,JDK0.5-1-0.5,0.0,pmd,100.0,100.0
20,58.0,100.0,JDK0.5-1-0.5,12058.0,pmd,100.0,100.0
21,0.0,100.0,JDK0.5-1-0.5,0.0,pmd,100.0,100.0
22,31.0,100.0,JDK0.5-1-0.5,11692.0,pmd,100.0,100.0
23,0.0,100.0,JDK0.5-1-0.5,0.0,pmd,100.0,100.0
24,32.0,100.0,JDK0.5-1-0.5,11305.0,pmd,100.0,100.0
25,0.0,100.0,JDK0.5-1-0.5,0.0,pmd,100.0,100.0
26,32.0,100.0,JDK0.5-1-0.5,12584.0,pmd,100.0,100.0
27,0.0,100.0,JDK0.5-1-0.5,0.0,pmd,100.0,100.0
28,32.0,100.0,JDK0.5-1-0.5,10476.0,pmd,100.0,100.0
29,0.0,100.0,JDK0.5-1-0.5,0.0,pmd,100.0,100.0
30,32.0,100.0,JDK0.5-1-0.5,11670.0,pmd,100.0,100.0
31,0.0,100.0,JDK0.5-1-0.5,0.0,pmd,100.0,100.0
32,94.0,100.0,JDK0.5-1-0.5,13044.0,pmd,100.0,100.0
0,0.0,100.0,JDK0.5-0.5-1,0.0,pmd,100.0,100.0
1,110.0,100.0,JDK0.5-0.5-1,12339.0,pmd,100.0,100.0
2,0.0,100.0,JDK0.5-0.5-1,0.0,pmd,100.0,100.0
3,32.0,100.0,JDK0.5-0.5-1,12654.0,pmd,100.0,100.0
4,0.0,100.0,JDK0.5-0.5-1,0.0,pmd,100.0,100.0
5,68.0,100.0,JDK0.5-0.5-1,10976.0,pmd,100.0,100.0
6,0.0,100.0,JDK0.5-0.5-1,0.0,pmd,100.0,100.0
7,31.0,100.0,JDK0.5-0.5-1,13247.0,pmd,100.0,100.0
8,0.0,0.0,JDK0.5-0.5-1,0.0,pmd,100.0,100.0
9,0.0,100.0,JDK0.5-0.5-1,0.0,pmd,100.0,100.0
10,83.0,100.0,JDK0.5-0.5-1,13170.0,pmd,100.0,100.0
11,0.0,100.0,JDK0.5-0.5-1,0.0,pmd,100.0,100.0
12,95.0,100.0,JDK0.5-0.5-1,10867.0,pmd,100.0,100.0
13,0.0,100.0,JDK0.5-0.5-1,0.0,pmd,100.0,100.0
14,90.0,100.0,JDK0.5-0.5-1,10664.0,pmd,100.0,100.0
15,0.0,100.0,JDK0.5-0.5-1,0.0,pmd,100.0,100.0
16,31.0,100.0,JDK0.5-0.5-1,12896.0,pmd,100.0,100.0
17,0.0,100.0,JDK0.5-0.5-1,0.0,pmd,100.0,100.0
18,33.0,100.0,JDK0.5-0.5-1,12474.0,pmd,100.0,100.0
19,0.0,100.0,JDK0.5-0.5-1,0.0,pmd,100.0,100.0
20,32.0,100.0,JDK0.5-0.5-1,12330.0,pmd,100.0,100.0
21,0.0,100.0,JDK0.5-0.5-1,0.0,pmd,100.0,100.0
22,31.0,100.0,JDK0.5-0.5-1,11490.0,pmd,100.0,100.0
23,0.0,100.0,JDK0.5-0.5-1,0.0,pmd,100.0,100.0
24,68.0,100.0,JDK0.5-0.5-1,11901.0,pmd,100.0,100.0
25,0.0,100.0,JDK0.5-0.5-1,0.0,pmd,100.0,100.0
26,40.0,100.0,JDK0.5-0.5-1,13637.0,pmd,100.0,100.0
27,0.0,100.0,JDK0.5-0.5-1,0.0,pmd,100.0,100.0
28,128.0,100.0,JDK0.5-0.5-1,11056.0,pmd,100.0,100.0
29,0.0,100.0,JDK0.5-0.5-1,0.0,pmd,100.0,100.0
30,111.0,100.0,JDK0.5-0.5-1,12219.0,pmd,100.0,100.0
31,0.0,100.0,JDK0.5-0.5-1,0.0,pmd,100.0,100.0
32,66.0,100.0,JDK0.5-0.5-1,11913.0,pmd,100.0,100.0
0,0.0,100.0,JDK1.5-1-1.5,0.0,pmd,100.0,100.0
1,32.0,100.0,JDK1.5-1-1.5,10298.0,pmd,100.0,100.0
2,0.0,100.0,JDK1.5-1-1.5,0.0,pmd,100.0,100.0
3,32.0,100.0,JDK1.5-1-1.5,11710.0,pmd,100.0,100.0
4,0.0,100.0,JDK1.5-1-1.5,0.0,pmd,100.0,100.0
5,109.0,100.0,JDK1.5-1-1.5,10869.0,pmd,100.0,100.0
6,0.0,100.0,JDK1.5-1-1.5,0.0,pmd,100.0,100.0
7,30.0,100.0,JDK1.5-1-1.5,10830.0,pmd,100.0,100.0
8,0.0,100.0,JDK1.5-1-1.5,0.0,pmd,100.0,100.0
9,30.0,100.0,JDK1.5-1-1.5,10618.0,pmd,100.0,100.0
10,0.0,100.0,JDK1.5-1-1.5,0.0,pmd,100.0,100.0
11,31.0,100.0,JDK1.5-1-1.5,10309.0,pmd,100.0,100.0
12,0.0,100.0,JDK1.5-1-1.5,0.0,pmd,100.0,100.0
13,32.0,100.0,JDK1.5-1-1.5,11514.0,pmd,100.0,100.0
14,0.0,100.0,JDK1.5-1-1.5,0.0,pmd,100.0,100.0
15,103.0,100.0,JDK1.5-1-1.5,10998.0,pmd,100.0,100.0
16,0.0,100.0,JDK1.5-1-1.5,0.0,pmd,100.0,100.0
17,34.0,100.0,JDK1.5-1-1.5,9310.0,pmd,100.0,100.0
18,0.0,100.0,JDK1.5-1-1.5,0.0,pmd,100.0,100.0
19,36.0,100.0,JDK1.5-1-1.5,10928.0,pmd,100.0,100.0
20,0.0,0.0,JDK1.5-1-1.5,0.0,pmd,100.0,100.0
21,0.0,100.0,JDK1.5-1-1.5,0.0,pmd,100.0,100.0
22,37.0,100.0,JDK1.5-1-1.5,10445.0,pmd,100.0,100.0
23,0.0,100.0,JDK1.5-1-1.5,0.0,pmd,100.0,100.0
24,93.0,100.0,JDK1.5-1-1.5,12117.0,pmd,100.0,100.0
25,0.0,100.0,JDK1.5-1-1.5,0.0,pmd,100.0,100.0
26,74.0,100.0,JDK1.5-1-1.5,10840.0,pmd,100.0,100.0
27,0.0,100.0,JDK1.5-1-1.5,0.0,pmd,100.0,100.0
28,31.0,100.0,JDK1.5-1-1.5,11224.0,pmd,100.0,100.0
29,0.0,100.0,JDK1.5-1-1.5,0.0,pmd,100.0,100.0
30,30.0,100.0,JDK1.5-1-1.5,11599.0,pmd,100.0,100.0
31,0.0,100.0,JDK1.5-1-1.5,0.0,pmd,100.0,100.0
32,78.0,100.0,JDK1.5-1-1.5,11028.0,pmd,100.0,100.0
0,0.0,100.0,JDK1-1-1,0.0,pmd,100.0,100.0
1,36.0,100.0,JDK1-1-1,728.0,pmd,100.0,100.0
2,0.0,100.0,JDK1-1-1,0.0,pmd,100.0,100.0
3,34.0,100.0,JDK1-1-1,584.0,pmd,100.0,100.0
4,0.0,100.0,JDK1-1-1,0.0,pmd,100.0,100.0
5,35.0,100.0,JDK1-1-1,706.0,pmd,100.0,100.0
6,0.0,100.0,JDK1-1-1,0.0,pmd,100.0,100.0
7,36.0,100.0,JDK1-1-1,589.0,pmd,100.0,100.0
8,0.0,100.0,JDK1-1-1,0.0,pmd,100.0,100.0
9,32.0,100.0,JDK1-1-1,593.0,pmd,100.0,100.0
10,0.0,100.0,JDK1-1-1,0.0,pmd,100.0,100.0
11,38.0,100.0,JDK1-1-1,958.0,pmd,100.0,100.0
12,0.0,100.0,JDK1-1-1,0.0,pmd,100.0,100.0
13,30.0,100.0,JDK1-1-1,702.0,pmd,100.0,100.0
14,0.0,100.0,JDK1-1-1,0.0,pmd,100.0,100.0
15,32.0,100.0,JDK1-1-1,720.0,pmd,100.0,100.0
16,0.0,100.0,JDK1-1-1,0.0,pmd,100.0,100.0
17,34.0,100.0,JDK1-1-1,700.0,pmd,100.0,100.0
18,0.0,100.0,JDK1-1-1,0.0,pmd,100.0,100.0
19,33.0,100.0,JDK1-1-1,992.0,pmd,100.0,100.0
20,0.0,100.0,JDK1-1-1,0.0,pmd,100.0,100.0
21,30.0,100.0,JDK1-1-1,690.0,pmd,100.0,100.0
22,0.0,100.0,JDK1-1-1,0.0,pmd,100.0,100.0
23,32.0,100.0,JDK1-1-1,611.0,pmd,100.0,100.0
24,0.0,100.0,JDK1-1-1,0.0,pmd,100.0,100.0
25,39.0,100.0,JDK1-1-1,714.0,pmd,100.0,100.0
26,0.0,0.0,JDK1-1-1,0.0,pmd,100.0,100.0
27,0.0,100.0,JDK1-1-1,0.0,pmd,100.0,100.0
28,32.0,100.0,JDK1-1-1,805.0,pmd,100.0,100.0
29,0.0,100.0,JDK1-1-1,0.0,pmd,100.0,100.0
30,34.0,100.0,JDK1-1-1,557.0,pmd,100.0,100.0
31,0.0,100.0,JDK1-1-1,0.0,pmd,100.0,100.0
32,33.0,100.0,JDK1-1-1,708.0,pmd,100.0,100.0
0,0.0,100.0,JDKE,986.0,pmd,100.0,100.0
1,82.0,100.0,JDKE,0.0,pmd,100.0,100.0
2,78.0,100.0,JDKE,686.0,pmd,100.0,100.0
